english,tamil,category,tamil_category
nipple,முலைக்காம்பு,General Med,மருத்துவவியல்
nipple shield,முலை உறை,General Med,மருத்துவவியல்
nn sepsis,பச்சிளங்குழந்தை குருதி நச்சிமை,General Med,மருத்துவவியல்
nn thrombocytopenia,பச்சிளங்குழந்தை தட்டணுக்குறை,General Med,மருத்துவவியல்
no abnormality detected,எந்தக் குறைபாடும் காணப்படவில்லை,General Med,மருத்துவவியல்
no bony injury,எலும்புக் காயம் இல்லை,General Med,மருத்துவவியல்
node,கணு,General Med,மருத்துவவியல்
nodular lesion,"தடிப்புச் சிதைவு, கணுச் சிதைப்பு, கணுத்திரணை, முண்டு",General Med,மருத்துவவியல்
nodule,சிறு கணு,General Med,மருத்துவவியல்
noise,இரைச்சல்,General Med,மருத்துவவியல்
noise induced hearing loss,இரைச்சல் தூண்டிய கேள்திறனிழப்பு,General Med,மருத்துவவியல்
noise pollution,"ஒலி மாசு, இரைச்சல் மாசு",General Med,மருத்துவவியல்
noma,வீரிய வாய்ப்புண்,General Med,மருத்துவவியல்
non adrenaline,அண்ணீரலாத,General Med,மருத்துவவியல்
non cyanotic heart disease,நீலம்பாரிக்கா இதய நோய்,General Med,மருத்துவவியல்
non enteric coated prepations,வெளிப்பூச்சு இல்லா மருந்துகள் கோனோகாக்கை அல்லாத இனஉறுப்புத் தொற்றுகள்,General Med,மருத்துவவியல்
non pathogenic,நோய் உருவாக்காத,General Med,மருத்துவவியல்
non recurring causes,தொடர்ந்து வராத காரணங்கள்,General Med,மருத்துவவியல்
non response,"பதிலின்மை, துலங்காமை",General Med,மருத்துவவியல்
non sampling error,பதக்கூறு சாராத பிழை,General Med,மருத்துவவியல்
non specific urogenital infection,"பொதுவான சிறுநீர், இனஉறுப்பு தொற்றுகள்",General Med,மருத்துவவியல்
non steroidal anti inflamatery drugs,"ஸ்டிராய்டு இல்லாத வீக்க முருக்கி மருந்துகள், இயக்க ஊக்கியற்ற அழற்சி எதிர்ப்பிகள்",General Med,மருத்துவவியல்
non ulcer dyspepsia,போலிப்புண்,General Med,மருத்துவவியல்
non union,சேராத முறிவு,General Med,மருத்துவவியல்
non weight bearing,எடை தாங்காத,General Med,மருத்துவவியல்
non-articular surface,பொலுத்தாப் பரப்பு,General Med,மருத்துவவியல்
non-contractile structures,சுருங்காப் பகுதிகள்,General Med,மருத்துவவியல்
non-drug therapy/ treatment,மருந்திலா மருத்துவம்,General Med,மருத்துவவியல்
non-fat yogurt,பாலாடைக் கட்டி,General Med,மருத்துவவியல்
nonfunctioning,இயங்கா நிலை,General Med,மருத்துவவியல்
non-metalic stains,மாழையில்லாக் கறைகள்,General Med,மருத்துவவியல்
non-paralytic polio,வாதமற்ற இளம்பிள்ளை வாதம்,General Med,மருத்துவவியல்
non-paralytic poliomyelitis,தசைச் செயலிழப்பற்ற இளம்பிள்ளைவாதம்,General Med,மருத்துவவியல்
non-parenchymal tumor,இயல்பான கருப்பொருள் அணுக்களில் இல்லாமல் உண்டாகும் புற்றுக்கட்டி,General Med,மருத்துவவியல்
non-reproductive,மலட்டு,General Med,மருத்துவவியல்
nonsense mutation,அர்த்தமற்ற சடுதிமாற்றம்,General Med,மருத்துவவியல்
non-uniform ventilation,சீரற்ற சுவாசம்,General Med,மருத்துவவியல்
normal,இயல்புநிலை,General Med,மருத்துவவியல்
normal ageing,இயல் முதுமை,General Med,மருத்துவவியல்
normal blood pressure,இயல் இரத்த அழுத்தம்,General Med,மருத்துவவியல்
normal delivery,இயல் மகப்பேறு,General Med,மருத்துவவியல்
normal distribution,இயல் பரவல்,General Med,மருத்துவவியல்
normal form,இயல்பான வடிவம்,General Med,மருத்துவவியல்
normal heart sounds,இயல்பு இதயவொலிகள்,General Med,மருத்துவவியல்
normal pressure hydrocephalus,இயல்பு அழுத்தக் கபால நீர்ப்பெருக்கம்,General Med,மருத்துவவியல்
normal rhythm,இயல்பு ஒலிஒத்திசைவு,General Med,மருத்துவவியல்
normal saline,இயல் அடர் உப்புக்கரைசல்,General Med,மருத்துவவியல்
normo blast,சீரின முகை (அரும்பு),General Med,மருத்துவவியல்
normochromic microcytic anaemia,இயல்நிற சிற்றணுச்சோகை,General Med,மருத்துவவியல்
normocytic normo chromic anaemia,இயல்பணு இயல்நிறச்சோகை,General Med,மருத்துவவியல்
nosal septum,மூக்கின் தடுப்புச் சுவர்,General Med,மருத்துவவியல்
nostril,நாசித்துளை,General Med,மருத்துவவியல்
notch,"வெட்டு, பிளவு",General Med,மருத்துவவியல்
notochord,முதுகுத் தண்டு,General Med,மருத்துவவியல்
nourishment,ஊட்டம்,General Med,மருத்துவவியல்
nuclcoproteins,கருப்புரதங்கள்,General Med,மருத்துவவியல்
nuclear membrane,உட்கருப் படலம்,General Med,மருத்துவவியல்
nuclear sap,உட்கருச் சாறு,General Med,மருத்துவவியல்
nucleic acids,உட்கரு அமிலங்கள்,General Med,மருத்துவவியல்
nucleolar gap,உட்கருவன் இடைவெளி,General Med,மருத்துவவியல்
nucleoli,உட்கருவன்கள்,General Med,மருத்துவவியல்
nucleoprotein,உட்கருப் புரதம்,General Med,மருத்துவவியல்
nucleus,"அணுக்கரு, உயிரணுவின் உட்கரு",General Med,மருத்துவவியல்
nucleus pulposus,உட்கரு ஊன்மம் (கணிகம்),General Med,மருத்துவவியல்
null hypothesis,வேறுபாடின்மை கருதுகோள்,General Med,மருத்துவவியல்
nulliparous,பேற்றில்லா நிலை,General Med,மருத்துவவியல்
numbness,தொடு உணர்வுக்குறைவு,General Med,மருத்துவவியல்
nummular discoid,அழற்சி வட்டத்திட்டுத் தோல்,General Med,மருத்துவவியல்
nurse,செவிலியர்,General Med,மருத்துவவியல்
nutrient,"ஊட்டு, ஊட்டம்",General Med,மருத்துவவியல்
nutrient artery,"ஊட்டு தமனி, ஊட்டத் தமனி",General Med,மருத்துவவியல்
nutrient artery in humerus,மேல்கை எலும்பின் ஊட்டு தமனி,General Med,மருத்துவவியல்
nutrient foramina,ஊட்டத் துளைகள்,General Med,மருத்துவவியல்
nutrition,"ஊட்டம், சத்துணவு",General Med,மருத்துவவியல்
nutrition dietetics,ஊட்டச்சத்து உணவு இயல்,General Med,மருத்துவவியல்
nutritional disorders,ஊட்டக்குறைபாடுகள்,General Med,மருத்துவவியல்
nutritional insufficiency,ஊட்டப் பற்றாக்குறை,General Med,மருத்துவவியல்
nutritional myelopathy,ஊட்டக்குறை தண்டுவடப் பாதிப்பு,General Med,மருத்துவவியல்
nyctalopia,"மாலைக்கண், இரவுக்குருடு",General Med,மருத்துவவியல்
nyctophobia,இருளச்சம்,General Med,மருத்துவவியல்
nymphomania,பாலுறவு மிகைவேட்கை,General Med,மருத்துவவியல்
nystagmus,கட்டிலாத கண்மணி அசைவுகள்,General Med,மருத்துவவியல்
obesity,உடல் பருமன்,General Med,மருத்துவவியல்
obession,ஐய மனநிலை,General Med,மருத்துவவியல்
objective symptoms,புறநிலை அறிகுறிகள்,General Med,மருத்துவவியல்
obligatory parasite,கடப்பாட்டு ஒட்டுண்ணி,General Med,மருத்துவவியல்
oblique,சாய்வு,General Med,மருத்துவவியல்
oblique arytenoid,சரிந்த குரல்வளை எலும்பு,General Med,மருத்துவவியல்
oblique cord,சாய்வுத் தண்டு,General Med,மருத்துவவியல்
oblique diameter,ஒராயக்கிடப்பு,General Med,மருத்துவவியல்
oblique facial cleft,சாய்ந்த முகப்பிளவு,General Med,மருத்துவவியல்
oblique fibres,குறுக்கு நாரிழைகள்,General Med,மருத்துவவியல்
oblique fissure,சாய்வு வெடிப்பு,General Med,மருத்துவவியல்
oblique lie,சாய்ந்த நிலை,General Med,மருத்துவவியல்
oblique line,சாய்வுக் கோடு,General Med,மருத்துவவியல்
oblique sinus,சாய்ந்த புரை இட இதய உறைச் சாய்வுப்புரை,General Med,மருத்துவவியல்
oblique vein of the left atrium,இட இதயமுற்றச் சாய்வுச் சிரை,General Med,மருத்துவவியல்
obliques abdominis,வெளிச்சாய்வு வயிற்றுத்தசை,General Med,மருத்துவவியல்
obliques exteronus abdominis,வயிற்று வெளிக்கோணத்தசை,General Med,மருத்துவவியல்
obliterated,முற்றிலும் நீக்கப்பட்ட,General Med,மருத்துவவியல்
obrital cellulitis,கண்குழித் திசுவழற்சி,General Med,மருத்துவவியல்
observational method,"உற்றாய்வு முறை, கூர்நோக்கு முறை",General Med,மருத்துவவியல்
obsession,விடாப்பிடி எண்ணங்கள்,General Med,மருத்துவவியல்
obsessive compulsive disorder,ஆட்டிப்படைக்கும் கள்ள உணர்வுகள் ஆட்டிப்படைக்கும் எண்ணம் /செயல் (நோய்),General Med,மருத்துவவியல்
obstetrician,மகப்பேறு மருத்துவர்,General Med,மருத்துவவியல்
obstetrics,மகப்பேறு மருத்துவம்,General Med,மருத்துவவியல்
obstructed labour,தடைபடும் பேறு,General Med,மருத்துவவியல்
obstruction,விந்துநாள அடைப்பு,General Med,மருத்துவவியல்
obstruction at left and right coronary,"வலது, இடது இதயத் தமனியில் தடை",General Med,மருத்துவவியல்
obstructive airway disease,மூச்சுத்தட தடை நோய்,General Med,மருத்துவவியல்
obstructive disease,தடை நோய்,General Med,மருத்துவவியல்
obstructive jaundice,அடைப்பு வகை காமாலை,General Med,மருத்துவவியல்
obstructive or cholestatic jaundice,பித்தநீர் அடைப்புக் காமாலை,General Med,மருத்துவவியல்
obstructive respiratory diseases,தடுப்புவகை மூச்சு நோய்கள்,General Med,மருத்துவவியல்
obturator,"மூடி, அடைப்பு",General Med,மருத்துவவியல்
obturator artery,அடைப்புத் தமனி,General Med,மருத்துவவியல்
obturator externus,"வெளி மூடித்தசை, ஆப்டுரேட்டார் எக்ஸ்டெர்னஸ்",General Med,மருத்துவவியல்
obturator internus,உள் மூடித்தசை,General Med,மருத்துவவியல்
occipital (adj),"பின் தலைசார், பிடரி(சார்)",General Med,மருத்துவவியல்
occipital artery,பிடரித் தமனி,General Med,மருத்துவவியல்
occipital bone,"பின்மண்டை ஓடு, பிடரி எலும்பு",General Med,மருத்துவவியல்
occipital condyles,பிடரி முண்டுகள்,General Med,மருத்துவவியல்
occipital lobe,பிடரி மடல்,General Med,மருத்துவவியல்
occipital nerve,பிடரி நரம்பு,General Med,மருத்துவவியல்
occipital region,பிடரி பாகம்,General Med,மருத்துவவியல்
occipitalis,பிடரி அழற்சி,General Med,மருத்துவவியல்
occipito anterior,பிடரி முன்தோற்றம்,General Med,மருத்துவவியல்
occipito anterior position,பின்மண்டை முன்னிலை இருப்பு,General Med,மருத்துவவியல்
occipito frontal diameter,பின்மண்டை நுதல் விட்டம்,General Med,மருத்துவவியல்
occipito mental diameter,பின்மண்டை நாடி விட்டம்,General Med,மருத்துவவியல்
occipito posterior,பிடறி பின்தோற்றம்,General Med,மருத்துவவியல்
occipito posterior position,பின்மண்டை பின்இருப்பு,General Med,மருத்துவவியல்
occipitofrontalis,"கண்குழி விளிம்புத் தசை (மண்டைத் தோல் இழு, புருவம் உயர்த்துத் தசை)",General Med,மருத்துவவியல்
occiput,பின்மண்டை,General Med,மருத்துவவியல்
occlusal surface,அரைக்கும் பரப்பு,General Med,மருத்துவவியல்
occlusion,"பற்சேர்க்கை, மேல், கீழ் பற்களின் இணைப்பு",General Med,மருத்துவவியல்
occlusive vascular disease,இரத்தநாளத் தடை நோய்,General Med,மருத்துவவியல்
occult blood,(மலத்தில்) மறை குருதி,General Med,மருத்துவவியல்
occulusion of major artery,பெருந்தமனிநாள அடைப்பு,General Med,மருத்துவவியல்
occupation therapist,தொழில்சார் மருத்துவர்,General Med,மருத்துவவியல்
occupational diseases,தொழில் நோய்கள்,General Med,மருத்துவவியல்
occupational factors,"தொழில்முறைக் காரணிகள், பணிமுறைக் காரணிகள்",General Med,மருத்துவவியல்
occupational therapists,தொழில்நோய் மருத்துவர்,General Med,மருத்துவவியல்
occupational therapy,தொழில்சார் நோய் மருத்துவம்,General Med,மருத்துவவியல்
ocular myopathy,கண்தசை வலுக்குறை நோய்,General Med,மருத்துவவியல்
ocular surface disorder,புறவிழி மேற்பரப்புக் கோளாறு,General Med,மருத்துவவியல்
oculomotor,"கண்தசை இயக்கம்சார், விழி இயக்க",General Med,மருத்துவவியல்
oculomotor nerve,விழியியக்க நரம்பு,General Med,மருத்துவவியல்
oculomotor nerve palsy,விழித்தசை நரம்புவாதம்,General Med,மருத்துவவியல்
ocupital nerve,பின்னுச்சி நரம்பு,General Med,மருத்துவவியல்
odds ratio,ஒற்றைகளின் விகிதம்,General Med,மருத்துவவியல்
odontoblast,"தந்தினி முகையணு, தந்தினி அரும்பணு",General Med,மருத்துவவியல்
odontoblastic process,தந்தினிமுகை நீட்சி,General Med,மருத்துவவியல்
odontoblastic processes,பற்காழ்க்கரு விழுதுகள்,General Med,மருத்துவவியல்
odontoclast,தந்தினி அழிப்பணு,General Med,மருத்துவவியல்
odontogenic,பல் ஈனும் (தோற்றுவிக்கும்),General Med,மருத்துவவியல்
odontogenic kerato cyst,பல்ஈனும் செதில் நீர்கட்டி,General Med,மருத்துவவியல்
odontology,பல் ஆய்வியல்,General Med,மருத்துவவியல்
odontome,தாடையில் பற்திசுக்கட்டி,General Med,மருத்துவவியல்
odynophagia,விழுங்கும் போது வலி,General Med,மருத்துவவியல்
oedema,"வீக்கம், நீர்க்கோப்புக் கட்டி",General Med,மருத்துவவியல்
oesophageal arteries,உணவுக்குழல் தமனிகள்,General Med,மருத்துவவியல்
oesophageal artery,உணவுக்குழாய்த் தமனி,General Med,மருத்துவவியல்
oesophageal diseases,உணவுக்குழல் நோய்கள்,General Med,மருத்துவவியல்
oesophageal nerves,உணவுக்குழல் நரம்புகள்,General Med,மருத்துவவியல்
oesophageal plexus of nerves,உணவுக்குழல் நரம்புப் பின்னல்,General Med,மருத்துவவியல்
oesophageal tempreature,உணவுக்குழல் வெப்பநிலை,General Med,மருத்துவவியல்
oesophageal varices (or) esophageal va,உணவுக்குழல் சிரைகளின் வீக்கம்,General Med,மருத்துவவியல்
oesophageal vein,உணவுக்குழல் சிரை,General Med,மருத்துவவியல்
oesophagitis,உணவுக்குழல் அழற்சி,General Med,மருத்துவவியல்
oesophago pleural fistula,உணவுக்குழல்-நுரையீரல் உறை இடைப் புழை,General Med,மருத்துவவியல்
oesophagoscope,உணவுக்குழல் நோக்கி,General Med,மருத்துவவியல்
oesophagoscopy,உணவுக்குழல் உள்நோக்கு,General Med,மருத்துவவியல்
oesophagotomy,உணவுக்குழல் அறுவை,General Med,மருத்துவவியல்
oesophagus,உணவுக்குழல்,General Med,மருத்துவவியல்
oesteogenesis imperfecta tarda,குழந்தைப் பருவ என்பாகு குறை,General Med,மருத்துவவியல்
oestrodiol,பெண்மையுணர்த்தும்,General Med,மருத்துவவியல்
oestrogen,பெண்மைக்கிளர்வி,General Med,மருத்துவவியல்
oestrogenic phase,எலும்பு வளர் பருவம்,General Med,மருத்துவவியல்
off spring,"இளங்கன்று, வழித்தோன்றல்",General Med,மருத்துவவியல்
offactory halucination,வாசனைத் திரிபுணர்வு,General Med,மருத்துவவியல்
ogenesis,அண்டவாக்கம்,General Med,மருத்துவவியல்
ointment,களிம்பு,General Med,மருத்துவவியல்
old age home,முதியோர் காப்பகம்,General Med,மருத்துவவியல்
olecranon,முழங்கை முண்டு,General Med,மருத்துவவியல்
olfaciory hallucuiation,"போலி வாசனை, வாசனைத் திரிபுணர்வு",General Med,மருத்துவவியல்
olfactory nerve,"வாசனை நரம்பு, மோப்ப நரம்பு",General Med,மருத்துவவியல்
olfactory tissure,வாசனை நரம்புக் குழி,General Med,மருத்துவவியல்
olfactory tract,வாசனை நரம்புத்திரள்,General Med,மருத்துவவியல்
olgomenorrhoea,குறைந்த மாதவிலக்கு,General Med,மருத்துவவியல்
oligemic phase,குறைசிறுநீர்ப் போக்கு நிலை,General Med,மருத்துவவியல்
oligohydraminnios,பனிநீர்க்குறைவு,General Med,மருத்துவவியல்
oligospermia,விந்துக்குறை,General Med,மருத்துவவியல்
oligozoospermia,குறைவுறு விந்து,General Med,மருத்துவவியல்
oliguria,குறைவான சிறுநீர்,General Med,மருத்துவவியல்
omentum,உள்வயிற்றுக் கொழுப்புறை,General Med,மருத்துவவியல்
"omentum, greater",உள்வயிற்றுப் பெருஞ்சீலை,General Med,மருத்துவவியல்
omentun,உள்வயிற்று மடிப்பு,General Med,மருத்துவவியல்
"omentum, lesser",உள்வயிற்று சிறுசீலை,General Med,மருத்துவவியல்
omohyoid,தோள்கவை எலும்பு,General Med,மருத்துவவியல்
omphalitis,தொப்புள் அழற்சி,General Med,மருத்துவவியல்
omphalitis of new born,பிறந்தகுழந்தைத் தொப்புள் அழற்சி,General Med,மருத்துவவியல்
omphalocoel,குடல் நாபிக்கு வெளியே இருத்தல்,General Med,மருத்துவவியல்
oncology,புற்றுநோயியல்,General Med,மருத்துவவியல்
one sided test,ஒருபக்கச் சோதனை,General Med,மருத்துவவியல்
onlay,"புறப் பதிப்பு, ஒட்டறுவை",General Med,மருத்துவவியல்
onychocryptosis,உள்ளோக்கு நகம்,General Med,மருத்துவவியல்
onychomycosis,நகக்கண் பூஞ்சைநோய்,General Med,மருத்துவவியல்
oocyte,முன் கருவணு,General Med,மருத்துவவியல்
oogenesis,கருவணுவாக்கம்,General Med,மருத்துவவியல்
oopherectomy,கருவணுவகம் அகற்றறுவை,General Med,மருத்துவவியல்
oophorites,சூலகத் தொற்று,General Med,மருத்துவவியல்
oophoritis,கருவக அழற்சி,General Med,மருத்துவவியல்
opacity,ஊடிலி,General Med,மருத்துவவியல்
opaque cornea,ஊடறு கார்நயம் (கருவிழி),General Med,மருத்துவவியல்
opaque lens,ஊடுவிடா வில்லை,General Med,மருத்துவவியல்
open fracture,திறப்பு முறிவு,General Med,மருத்துவவியல்
open heart surgery,இதயத் திறப்பு அறுவை,General Med,மருத்துவவியல்
open jaw,திறந்த தாடை,General Med,மருத்துவவியல்
open penumothorax,காற்று வெளியேறும் மார்புக்கூடு,General Med,மருத்துவவியல்
open surgery,திறப்பு அறுவை,General Med,மருத்துவவியல்
opening,துளைகள் அல்லது புழைகள்,General Med,மருத்துவவியல்
opening of mouth,வாய் திறத்தல்,General Med,மருத்துவவியல்
operating microscope,அறுவை நுண்ணோக்கி,General Med,மருத்துவவியல்
operation,அறுவை மருத்துவம்,General Med,மருத்துவவியல்
operation theatre,"அறுவை அரங்கம், அறுவை அரங்கு",General Med,மருத்துவவியல்
operative scar,அறுவைத்தழும்பு,General Med,மருத்துவவியல்
operculam,செவுள் மூடி,General Med,மருத்துவவியல்
ophthalmia,கண் அழற்சி,General Med,மருத்துவவியல்
"ophthalmia, neonatorum",இளங்குழவி கண்ணழற்சி,General Med,மருத்துவவியல்
ophthalmic,விழிசார்,General Med,மருத்துவவியல்
ophthalmic nerve,விழி நரம்பு,General Med,மருத்துவவியல்
ophthalmology,விழியியல்,General Med,மருத்துவவியல்
opiate,ஒபிய மருந்து,General Med,மருத்துவவியல்
opisthotonus,"வில்போன்ற உடல் விரைப்பு, கூன்",General Med,மருத்துவவியல்
opponens,எதிர் நீட்டி,General Med,மருத்துவவியல்
opponens digiti minimi,சுண்டுவிரல் எதிர் நீட்டி,General Med,மருத்துவவியல்
opponens pollicis,கட்டை விரல் எதிர் நீட்டி,General Med,மருத்துவவியல்
opportunistic infection,நேர்ச்சித் தொற்றுநோய்,General Med,மருத்துவவியல்
opposition (movement),எதிர்வித்தல்,General Med,மருத்துவவியல்
opsonic index,நிணநீர்த் திறன் சுட்டெண்,General Med,மருத்துவவியல்
opthalmic artery,கண் தமனி,General Med,மருத்துவவியல்
opthalmoscope,"கண்நோக்கி, கண் உள்நோக்கி",General Med,மருத்துவவியல்
opthalmoscopy,விழித்திரை அகநோக்கி,General Med,மருத்துவவியல்
optic atrophy,விழித்திரையழிவு,General Med,மருத்துவவியல்
optic canal,விழிக் கால்வாய்,General Med,மருத்துவவியல்
optic capsule,விழிப் பொதியுறை,General Med,மருத்துவவியல்
optic center,பார்வை மையம்,General Med,மருத்துவவியல்
optic chiasma,"விழி நரம்பு சந்திப்புகள், பார்வை கடப்பு",General Med,மருத்துவவியல்
optic cup,கண் கிண்ணம்,General Med,மருத்துவவியல்
optic disc,பார்வை நரம்பு வட்டு,General Med,மருத்துவவியல்
optic fibres,பார்வை இழைகள்,General Med,மருத்துவவியல்
optic foramen,கண் துளை,General Med,மருத்துவவியல்
optic nerve,"ஒளி நரம்பு, பார்வை நரம்பு",General Med,மருத்துவவியல்
optic neuritis,விழி நரம்பு அழற்சி,General Med,மருத்துவவியல்
optic placode,கண் தடிப்பு,General Med,மருத்துவவியல்
optic radiation,பார்வை நரம்பிழை விரிப்பு,General Med,மருத்துவவியல்
optic stalk,கண் காம்பு,General Med,மருத்துவவியல்
optic tract,பார்வைத் தடம்,General Med,மருத்துவவியல்
optic vesicle,"கண் பை, பார்வைக் குமிழி",General Med,மருத்துவவியல்
optical fiber,ஒளியிழை,General Med,மருத்துவவியல்
optical keratoplasty,"கருவிழி ஒட்டு, விழிக் கரும்படல ஒட்டு",General Med,மருத்துவவியல்
optics,"ஒளியியல், பார்வையியல்",General Med,மருத்துவவியல்
optiv nerve,பார்வை நரம்பு,General Med,மருத்துவவியல்
opto,பார்வைசார்,General Med,மருத்துவவியல்
optometer,பார்வை அளவி,General Med,மருத்துவவியல்
optometry,பார்வை அளவை,General Med,மருத்துவவியல்
oral & maxillofacial pathology,"வாய், முகத்தாடை நோயியல்",General Med,மருத்துவவியல்
oral & maxillofacial surgery,"வாய், முகத்தாடை அறுவை மருத்துவயியல்",General Med,மருத்துவவியல்
oral aids,வாய்வழி எயிட்ஸ் நோய்கள்,General Med,மருத்துவவியல்
oral allergy,வாய் ஒவ்வாமை நோய்,General Med,மருத்துவவியல்
oral and dental examination,"வாய், பல் சோதனை",General Med,மருத்துவவியல்
oral and maxillofacial surgery,"வாய், தாடை, முக அறுவையியல்",General Med,மருத்துவவியல்
oral biopsy,வாய் நுள்ளாய்வு,General Med,மருத்துவவியல்
oral burns,வாய் எரிபுண்கள்,General Med,மருத்துவவியல்
oral cancer,வாய் புற்றுநோய்,General Med,மருத்துவவியல்
oral carcinomas,வாய் படர்திசுப் புற்று,General Med,மருத்துவவியல்
oral cavity,"வாய்க்குழி, வாய் உட்குழி",General Med,மருத்துவவியல்
oral contraceptive,கருத்தடை உள்மாத்திரை,General Med,மருத்துவவியல்
oral cysts,வாய் குழிக்கட்டி நோய்கள்,General Med,மருத்துவவியல்
oral diagnosis,வாய் நோய் அறிதல்,General Med,மருத்துவவியல்
oral diseases,வாய் நோய்கள்,General Med,மருத்துவவியல்
oral fossa,"வாய்க்குழி, வாய்ப்பயம்பு",General Med,மருத்துவவியல்
oral glucose tolerance test,வாய்வழி குளுக்கோஸ் பொறுதிச் சோதனை,General Med,மருத்துவவியல்
oral halitosis,வாய் (துர்)நாற்றம்,General Med,மருத்துவவியல்
oral implantology,செயற்கை பல் இணைப்புத் துறை,General Med,மருத்துவவியல்
oral maxillofacial surgery,"வாய், முகச்சீரமைப்பு அறுவையியல்",General Med,மருத்துவவியல்
oral medicine,வாய் நோய் குறியியல்,General Med,மருத்துவவியல்
oral medicine & radiology,வாய் நோய் மருத்துவமும் கதிரியலும்,General Med,மருத்துவவியல்
oral mucosa,"வாய் செம்படலம், வாய்மென் படலம்",General Med,மருத்துவவியல்
oral pathology,வாய் நோய்க்குறியியல்,General Med,மருத்துவவியல்
oral pathology and microbiology,வாய் நோய் குறியியலும் நுண்ணுயிரியலும்,General Med,மருத்துவவியல்
oral pigmentation,வாய்படல நிறமாற்ற நோய்கள்,General Med,மருத்துவவியல்
oral precancer,புற்றுநோய் முன்னோடிகள்,General Med,மருத்துவவியல்
oral radiology,வாய்க் கதிரியல்,General Med,மருத்துவவியல்
oral rehydration therapy,வாய்வழி நீரேற்ற மருத்துவம்,General Med,மருத்துவவியல்
oral sarcomas,வாய் இணைப்புத்திசு புற்று,General Med,மருத்துவவியல்
oral sepsis,வாய் சீழ்நோய்கள்,General Med,மருத்துவவியல்
oral stage (in psychiatric development,வாய் இன்பப்பருவம் (குழவி பருவநிலைகளில் முதலாவது),General Med,மருத்துவவியல்
oral submucous fibrosis,வாய் இறுக்கநோய்,General Med,மருத்துவவியல்
oral surgery,வாய் நோய் அறுவையியல்,General Med,மருத்துவவியல்
oral suspension,நீர்ம மருந்து,General Med,மருத்துவவியல்
oral thrush,வாய் வெண்புண்,General Med,மருத்துவவியல்
oral tumours,வாய்க்கட்டி நோய்கள்,General Med,மருத்துவவியல்
oral ulcer,வாய்ப் புண்கள்,General Med,மருத்துவவியல்
oral vesiculo-bullous lesions,வாய் கொப்பள நோய்கள்,General Med,மருத்துவவியல்
oral white lesion,வாய் வெண்ணிற நோய்கள்,General Med,மருத்துவவியல்
oral wounds,வாய்க் காயங்கள்,General Med,மருத்துவவியல்
orbicularis oculi,விழி(சூழ்) தசைகள்,General Med,மருத்துவவியல்
orbicularis oris,கருமணி சூழ்தசை,General Med,மருத்துவவியல்
orbit,"விழிக்குழி, விழியகம்",General Med,மருத்துவவியல்
orbit (of the eye),விழியகம்,General Med,மருத்துவவியல்
orbital,விழியக,General Med,மருத்துவவியல்
orbital cellulitis,கண்ணறை புண்புரை,General Med,மருத்துவவியல்
orbital fissure,கண்குழிப் பிளவு,General Med,மருத்துவவியல்
orbital fossa,"கண்குழி, விழிப்பயம்பு",General Med,மருத்துவவியல்
orbital nerve,விழியக நரம்பு,General Med,மருத்துவவியல்
orchidectomy,விரை நீக்கம்,General Med,மருத்துவவியல்
orchitis,விரையழற்சி,General Med,மருத்துவவியல்
order,வரிசை,General Med,மருத்துவவியல்
ordinary sensation,இயல் உணர்வு,General Med,மருத்துவவியல்
orgamic matter,கரிமப் பொருள்,General Med,மருத்துவவியல்
organ,உறுப்பு,General Med,மருத்துவவியல்
organ of corti,"நுண்உறுப்புகள், உயிரணு உறுப்புகள்",General Med,மருத்துவவியல்
organelles,உயிரணு உறுப்புகள்,General Med,மருத்துவவியல்
organels,நுண்ணுறுப்புகள்,General Med,மருத்துவவியல்
organic,"உறுப்புசார், ஒருங்கிசைவான, கரிம",General Med,மருத்துவவியல்
organic brain syndrome,மூளை சிதைவு நோய்த்தொகை,General Med,மருத்துவவியல்
organic contractures,நிரந்தர முடக்கிறுக்கம்,General Med,மருத்துவவியல்
organic pollutants,கரிம மாசுகள்,General Med,மருத்துவவியல்
organism,உயிரி,General Med,மருத்துவவியல்
organismal therapy,உறுப்பு மருத்துவம்,General Med,மருத்துவவியல்
organizer,தூண்டியக்கி,General Med,மருத்துவவியல்
organo genesis period,உறுப்பு உருவாகும் பருவம்,General Med,மருத்துவவியல்
organogenesis,உறுப்பு உருவாதல்,General Med,மருத்துவவியல்
orgasm,புணரின்பம்,General Med,மருத்துவவியல்
orientation,ஒருமுனைப்படுத்தல்,General Med,மருத்துவவியல்
orifice,"துளை, திறப்பு, வாய்",General Med,மருத்துவவியல்
origin,"எழுமிடம், தொடக்கம்",General Med,மருத்துவவியல்
oro pharyngeal,வாயோடு கூடிய தொண்டை,General Med,மருத்துவவியல்
oropharyngeal gonorrhoea,வாய் தொண்டை குழி வெட்டை,General Med,மருத்துவவியல்
oropharynx,வாய்த்தொண்டை,General Med,மருத்துவவியல்
orthodontia,"பல் சீரமைப்பு இயல், பற்கள் சீரமைப்பு இயல்",General Med,மருத்துவவியல்
orthodontics,பற்சீரமைப்பு,General Med,மருத்துவவியல்
orthodontics/orthodontia,பற்கள் சீரமைப்புத் துறை,General Med,மருத்துவவியல்
orthodontist,பல் அமைவு மருத்துவர்,General Med,மருத்துவவியல்
orthokeratin,முதிர்மஞ்சளம்,General Med,மருத்துவவியல்
